"","Age","Pitches","IP","G","P_per_IP_accel_2","prior_injury","sinkers_cutters_percent","prior_injury_last_2","P_per_IP","pitches_per_bat","Pitches_accel_2","G_accel_2","IP_accel_2","tj","sinkers_cutters_percent_accel_2","IP_per_G","pitches_per_game","other_pitch_types_percent_accel_2","other_pitch_types_w_accel_2","years_since_tj","other_pitch_types_X_accel_2","other_pitch_types_Z_accel_2","SO_G_accel_2","ws_pitcher","walk_rate","walk_rate_accel_2","wild_pitch_rate","wild_pitch_rate_accel_2","FA...pi.","FC...pi.","SI...pi.","FA.X..pi.","FC.X..pi.","SI.X..pi.","FA.Z..pi.","FC.Z..pi.","SI.Z..pi.","wFA..pi.","wFC..pi.","wSI..pi.","FA...pi._accel_2","FC...pi._accel_2","SI...pi._accel_2","FA.X..pi._accel_2","FC.X..pi._accel_2","SI.X..pi._accel_2","FA.Z..pi._accel_2","FC.Z..pi._accel_2","wFC.C..pi.","wFC.C..pi._accel_2","wSI.C..pi.","wSI.C..pi._accel_2","wFA.C..pi.","wFA.C..pi._accel_2","SI.Z..pi._accel_2","win_rec","wFA..pi._accel_2","wSI..pi._accel_2","wFC..pi._accel_2","vFA..pi.","vFC..pi.","vSI..pi.","vFC..pi._accel_2","vFA..pi._accel_2","vSI..pi._accel_2","SL...pi.","SL...pi._accel_2","SL.X..pi.","SL.X..pi._accel_2","SL.Z..pi.","SL.Z..pi._accel_2","vSL..pi.","vSL..pi._accel_2","wSL..pi.","wSL..pi._accel_2"
"vFA..pi._accel_2","-0.165678319892049","0.0103883268692089","0.0136937125047528","0.147308206987053","-0.195255711239272","-0.0617050232321955","-0.0484687153703266","-0.0587407360612453","-0.0683794831767282","0.0785525219304444","0.117645085736094","0.345923946488294","0.129366710041184","-0.0470485513830747","-0.0590801316646129","-0.0817390339390407","-0.0885406688886642","-0.1053373682963","0.21293749428231","-0.0372090721565434","0.0205427562227394","-0.00528709376761183","-0.0268348249013958","0.00539385752618091","-0.0673993780330193","-0.172458213937148","-0.00047603226046807","0.00472432339962407","0.0383150465418737","-0.0195258848054706","-0.041329568121602","-0.00655601211702672","0.0442674097822066","0.0306573403243727","0.0554575978860962","0.00135529829780194","-0.0312572339347159","0.136314545726345","0.0613951929955641","0.102902011609761","-0.0454455934101997","0.00899079939144917","-0.0448195529795766","-0.0312080455487704","0.0332369914657712","0.0232425966010422","0.183291662490181","0.0187466178311368","0.0557110304479362","0.0616979996020558","0.0598845983835182","0.0986676713188406","0.102724917850617","0.12934181182149","0.0756080890048896","0.0765060553570509","0.183234369988764","0.163122991689596","0.0889069190952605","0.252989868301258","0.0131009309486296","-0.0351293752372324","0.0602465064964137","1","","","","","","","","","","",""
"vSI..pi._accel_2","-0.108953181779246","-0.0121467263155752","-0.0156104723122738","0.00464171768192498","-0.104558475013596","-0.0846338259466097","-0.0984448412887452","-0.0487832166840469","0.0285653328147728","0.0252344116387602","0.115903640129356","0.114928693333405","0.117314224949876","-0.000192774586527434","0.269012683353543","-0.0183682698165196","-0.0172562122792142","-0.000706256603611162","0.00393710425113067","-0.00523299643285075","-0.0108421956475627","-0.000825780870293768","0.0579497902928581","-0.0379833930767164","0.0747879209726175","-0.0542704944038347","0.0469510058628329","0.0167232914642603","0.0649618512197916","-0.0530549138323504","-0.074394657701093","-0.0209859006630997","-0.0142900236560059","-0.0467428878876389","0.0207948851857582","-0.047265812857052","0.146734322263836","-0.00252744940197472","-0.00673202541614866","0.00011610882734289","-0.238031272163164","0.0218920815660871","0.297493992227709","0.0880396814477285","0.0130875382816999","-0.358539910130178","-0.00223286014809731","0.0157469026108271","0.0239001108583001","0.0249464325535914","-0.0414834558199684","-0.0494817281641734","-0.00391472336262961","0.0272315815576643","0.823829956298389","-0.0046682715953826","0.0169808366264343","0.00961076901969359","0.02669393648306","0.119893831925194","-0.0348535053060189","0.155431284487824","0.0390885335625894","0.0889931877291049","1","","","","","","","","","",""
"SL...pi.","0.0146759890673894","-0.153716885158846","-0.150124061069378","0.121855376913445","-0.0302158510724504","-0.0148018182284248","-0.213175900638298","-0.0265315129313439","0.0128872297429785","0.0373400688699665","0.00596671653300898","0.0420694386042877","0.00811939519504516","-0.0139580909945358","-0.0837325998182135","-0.2094162113951","-0.214609588619692","0.199735295787418","0.0589146941996026","0.00928664282640065","0.014336466197106","0.0308640062004622","-0.0044715318687321","-0.0326999500414923","0.0426000496173251","-0.0212555752362596","0.0809643019796785","0.00127836899891248","-0.0169582164763103","-0.312328483055554","-0.0203416644535838","-0.0366643073620475","-0.162109153776669","-0.0323300890983125","-0.168089318850654","-0.308390436097052","-0.0835730073935034","-0.0750254200366208","-0.0504481807558524","-0.00713224610685477","-0.0151509458065169","-0.0578360098936274","-0.0575604652682135","0.000125126530925386","-0.0323365007434403","-0.000786496468344225","0.041161473336489","-0.029347190778627","-0.030673551400536","-0.0403731224572995","-0.0366751428316151","0.0141836551833338","-0.0579273718524387","0.00749137347686016","-0.0179546197670924","0.00267499569451588","-0.00505769337155279","0.0229920866569877","0.00446834489599967","0.0476773957581775","-0.333947594223043","0.0234195195511622","0.000488016892924221","0.0239636466292642","0.00598775314805215","1","","","","","","","","",""
"SL...pi._accel_2","-0.0533417684862761","-0.0284900987529746","-0.0323198281395165","0.0253171642703447","-0.0374409684187915","-0.0208591209714144","-0.171193151734966","-0.0231356819825157","0.0637248454175993","0.0924773809629012","0.0128526966001791","0.0899310618062435","0.0106159492662215","-0.0026593888958552","-0.173311291084924","-0.0616154316979321","-0.0625556574738035","0.551466874298094","0.15238356528885","-0.00125986714104164","0.0302963632957412","0.0372148311899564","-0.0236001076579938","-0.0160298520381872","0.067079329823144","-0.0152931457973429","0.0259111160467427","0.0167556910895978","0.0198365265098117","-0.122300667247257","-0.107955471544881","0.0255580508453498","-0.0764728816788729","0.0588239976317858","0.0540512529550081","-0.125442972761475","-0.0236438559729818","-0.0076667066755482","-0.0256948043128648","-0.0303707676007188","-0.133296850773589","-0.102167198652831","-0.153987322860119","0.0550222281927987","-0.0718928222065671","0.0213815032511227","0.0228559575308534","-0.0477644044212652","-0.0310097095984693","-0.0331343709070828","0.00366307102639937","-0.0148608453254953","-0.05035006250141","-0.0280936235163984","0.0342442185588907","0.00847263040167156","-0.0229497037510799","-0.0167138762557134","0.0178920486218295","0.0707161838656794","-0.14356762936204","-0.0379479577225337","-0.074510400461408","0.0236693550506695","0.0414012015222337","0.343946983960713","1","","","","","","","",""
"SL.X..pi.","-0.026011230629974","0.0356063881056955","0.0347941259025752","0.0267099542288475","0.00218488733640381","0.03041204591091","-0.0208223185191472","0.0281999317168921","-0.00933162841958683","-0.00535716120489087","0.021192099037797","0.00550413320025847","0.019718385432466","-0.0435885466431516","-0.0128512132079712","-0.00254826411888897","-0.00116690926685463","0.0110995644024088","-0.00520254889715638","-0.0216183325094545","0.124379211124737","0.0304322361585393","-0.00916281943627277","0.0339738545998391","-0.000751835504718041","0.00973046860897162","0.0300775403360637","-0.00441274658183539","-0.055744844893719","0.0104822817814219","-0.0312081262000595","-0.468699374001995","0.0520530449781407","-0.500832171502383","-0.0107680319173504","0.0399860015630367","-0.0390204193002155","-0.0739399996248872","0.080065493861196","-0.0207653457745026","-0.0158873299729309","-0.00836915417851428","-0.0124029502912608","0.00936085416861279","-0.0315951811164247","-0.107984526820325","0.01191324459359","-0.0108725025634405","0.018037859357201","0.0096826698068496","-0.0439676258721424","0.00177831903983835","-0.0152272620100562","-0.0181931058545407","0.015223457123379","-0.0329942296210575","-0.0126600827534866","0.00624302695369173","0.0259915234127636","0.0261604072399655","0.0453535247730282","0.0224858029768735","0.0184651592805888","0.00531910615027472","0.0199759135491212","0.172036664422613","0.027629461886018","1","","","","","","",""
"SL.X..pi._accel_2","-0.0422627985377883","0.024643191687781","0.0199665739151593","0.00787480210321832","-0.00278045597999374","-0.01404702971726","-0.00235869512943473","-0.00450222037602602","0.037255347215563","0.0290454557361115","0.00721983609693168","0.0133483029098278","0.0044498886135491","-0.00590669667723165","-0.0151687827979413","0.00419046648181782","0.0102131694598247","0.00435461178889579","-0.0326554280769743","0.00010967051967397","0.321947323030074","-0.00331208781406104","-0.0251569105174002","0.00443912397991548","0.0062216650122638","0.00921262888465803","0.03331887710882","-0.00479844000189343","-0.00315435289320354","0.077019850265741","-0.0575957644955962","-0.0333070170617175","0.0704576819279548","-0.0705067655328066","0.0529007913438565","0.0609798226470274","0.0287295597466373","-0.00868470345732662","0.00763134468626647","0.00499948324377492","-0.0134230888274515","0.013746475691127","-0.0356446475088456","0.130191626161682","0.0143619859408599","-0.00198506757480663","0.00578502515441205","0.0353564431819428","-0.0245018788912539","-0.00891502259955729","-0.0101237620583967","-0.00799427368866172","-0.0324207532515624","-0.0529353140721515","0.0303158329042862","-0.0467731099636951","-0.0154025137171834","0.022520493801096","-0.00117895274581536","0.0196810285684093","0.0742641832190093","0.00387657471338928","0.0309303284995163","0.00163351185995291","0.041508522193943","-0.0660306615416579","0.0801948569182657","0.340252649840426","1","","","","","",""
"SL.Z..pi.","0.0764675583614985","0.0152585381391134","0.00971101570872871","-0.0620951188856964","-0.0018520740527009","0.0181628670833671","-0.137449478890833","0.020137332257846","0.0105107098882717","0.00734206791537556","-0.00999670677811942","-0.0074714743960887","-0.016469922756358","-0.0709218362641859","-0.0174141524991699","0.0367686177831885","0.0409742854655721","0.0574881754438067","-0.0309158374732369","-0.0534703873494482","-0.032600481750871","0.17913351295764","-0.050486642309817","-0.0629864222011186","-0.0188859194866235","0.0223027862837983","-0.112552048072096","-0.0434559786858258","0.0551278390889218","-0.164708351836284","-0.0392588267737869","-0.0769291865237639","-0.117459970987242","-0.0363445049672762","0.123336424574916","-0.0689677499861273","0.0341235338088205","-0.00677462291337475","-0.120061266488299","-0.00687973149922831","0.0113965871217401","-0.0470132609397031","0.0103269348311318","-0.0275446532316322","-0.0174520803060596","0.0241267820319772","0.0110492735162971","0.0252368889576481","0.0287884853635362","0.0352747612793467","-0.00323167811368736","0.0110434460285083","0.000597914121597901","0.0199410207704759","0.0392221944650811","0.00901769060703074","-0.0216757123275294","0.0290653392821489","-0.0467595221174859","-0.0320900446083268","-0.138967165860963","-0.0466042465623851","-0.00401105620349405","-0.0259178010239396","0.00514178718513094","0.143696748539525","0.0342756035995873","-0.0438475626158409","-0.0647385268439584","1","","","","",""
"SL.Z..pi._accel_2","-0.0177625597848761","0.0163389879136523","0.0146691805776127","-0.0535966089044106","0.0870112953135384","0.0126707356053729","-0.0832265450886616","0.00612843321901321","0.0160919820183415","-0.0153861349365515","0.00953711774016813","0.00310671029859815","0.00367429772316701","-0.0579648979818432","-0.0508287092151496","0.0451578507749126","0.0486534842484604","0.124385095927839","-0.00807802798105383","-0.0524274863471599","-0.0238752458849211","0.309020659482002","-0.00880759782602468","-0.0511053504056323","-0.000632339208658183","0.0202673856852192","-0.0345820000888344","-0.0402426044062896","0.0321197041741516","-0.0819143254699019","-0.0364735861843696","-0.0768339485672524","-0.0720099071913893","-0.0695774116594602","0.0421146400581241","-0.0215969309939577","0.00535699796124662","-0.0105049182428509","-0.0765308574200287","-0.00357308966091698","0.00095929845451945","-0.0600628019220832","-0.00916644997866106","-0.0460870543856202","-0.0104390807359327","0.0139250682224675","0.0164030179059115","0.025503245368303","-0.00548304002304596","-0.00153945859497048","0.0240442077293339","0.00320196441178516","-0.027794792719397","-0.0522734006900998","0.0389272267279279","-0.017049038735821","-0.02127643985319","0.017901673569843","-0.0432715868584566","-0.0124239742045213","-0.07516921555208","-0.0317858866735757","0.0056950418254906","-0.063106224035524","-0.013395748913811","0.0395320417797836","0.0840192789954994","0.0069716559696856","-0.0969681852529918","0.527007435029928","1","","","",""
"vSL..pi.","-0.0516613710962649","-0.0349107996362706","-0.0346434270963645","0.0606404609758229","-0.00332753680453121","-0.0316154547126716","-0.131995073770134","-0.0133685315374055","0.0129866317653713","-0.00649265283226943","0.0517595514569484","0.0579936991960702","0.0494246332334427","-0.0572479256844144","-0.0487275123694119","-0.0736100478016629","-0.0750387569655807","0.0878769693188854","0.0141588252581414","-0.0273731383699303","0.0362119871053406","0.0744372572049946","0.00346064300176756","-0.0376477079528572","0.0316533708475897","-0.00370552377181763","0.0331967165123765","0.00747926756164278","-0.00343327187576855","-0.266177408026229","0.039295460658561","-0.0512124517207042","-0.0939252262895429","-0.0513212270355977","-0.0759297980501754","-0.212826428810774","0.0219947359415024","-0.060946690836813","-0.0405349651103613","0.0163471268403087","0.0118861572968881","-0.0365833309217803","-0.0390308590113738","-0.0103937972430903","0.018567894560682","0.012875685910131","0.0163839781715221","-0.00314384187345125","-0.012900673708134","-0.0241970050166772","-0.0337696746801487","-0.000274607926365911","-0.0319391781126555","0.0113954395343039","-0.00885913906974172","-0.0112874994382262","-0.0323657103070103","0.0213929153868277","0.0127200308365099","0.0585740048535666","-0.217286214749148","0.080243957253251","0.0470350849259193","0.0323889618394546","0.00181889722721325","0.654390888393884","0.130596341105577","0.253560655043027","-0.00559964979495636","0.304310227775782","0.113310012200707","1","","",""
"vSL..pi._accel_2","-0.0748450938754741","0.0293352973369007","0.0262325993861829","0.00945374195594998","0.023987201509134","-0.0274702594278017","-0.00863499466701726","0.00160473142333536","0.0297305436783588","0.0197603732986338","0.0693433332647624","0.0745470722339409","0.0675494813930219","-0.019925237037819","-0.0239104882321627","0.0148891683537944","0.0173864027890383","0.121508578405902","-0.0165377551207387","-0.00476294403296492","0.106069717769011","0.0795702399956461","0.0195960809842009","0.0127210956991705","0.0177523554546531","-0.0087523659375869","0.0371467374658472","0.0148316585881775","0.0202405029204921","0.0289078964295018","-0.0304513319352265","0.0605639499233417","0.0278970874500937","0.0573421392835747","0.0484464196140462","0.0138611387688812","0.0265631252485479","0.00357289914590189","-0.0242045933889723","0.0420312864261224","-0.0394891622451398","-0.0188143163765995","-0.0089987450694143","0.0529703830452843","0.00545273975605724","0.0627732593973519","0.0403837640964824","-0.0280369450154999","-0.00602790663868341","-0.00788828279882211","0.0175322555771062","0.00702154672390366","0.00816501589116167","-0.00232551443326038","0.0619113940099046","0.0154855544994926","-0.0216196017371791","0.0539568283485879","-0.0103566175675804","0.00301543635743991","0.037023712760199","-0.00383855450580135","0.000200211593338424","0.0398352638139617","0.0469469727048967","-0.118567115049421","0.262140503216658","0.0364189226702796","0.289941728025274","0.0759704184459817","0.225022389539807","0.164188483796188","1","",""
"wSL..pi.","-0.010240826618939","0.199675748073166","0.226624934885286","0.107994983494456","-0.104565104783083","0.00803793837315314","-0.0857252734056275","0.00215523266407649","-0.239247896266552","0.0104207175105536","0.109787903718831","0.0783459747761235","0.123423765445551","0.0313838792848939","-0.0462641804176198","0.118167407936299","0.0871896626739357","0.133201443881177","0.427293061953893","0.039022534121007","0.0233539590863493","0.0166540075636155","0.149668143079701","0.0188124050894024","-0.106819731897069","-0.0752414179212554","0.0222174431474255","-0.00241169807977606","-0.042561975288835","-0.0763723464881388","-0.0432727368205485","-0.0257260273019538","-0.0349433970603671","-0.032491810174128","-0.0480255650653765","-0.105770080135037","-0.0606189012438287","0.085234578716494","0.102561957913271","0.0333499359691319","-0.0259765984401715","-0.0160769285874427","-0.0454282862890769","-0.00535372653364658","-0.0236331661560518","-0.0132226583558203","0.0115878342696962","-0.0416077131067533","-0.0105318386453658","-0.0127918595089747","0.019970356652781","0.0193440880988864","0.0293091090039132","0.0241707223190653","0.00927274247829702","0.131869174383268","0.0534629225008204","0.0544445553568439","0.0307913481380026","0.0988874966405785","-0.0928998627812986","-0.00233451997532264","-0.0229541683210605","0.0734538633360994","0.0177293712906029","0.369001005984184","0.20023933682968","0.0765706620158798","-0.04757968960628","-0.00439555606187337","0.0155176885325251","0.169682781591064","-0.077224187999267","1",""
"wSL..pi._accel_2","-0.0656441255176808","0.110943628575777","0.127865377417563","0.0974922774818468","-0.183288501016124","-0.0496416957678904","-0.0258684019250882","-0.0494090431880455","-0.156047385796344","0.0182253710375791","0.202623901249542","0.182098628938843","0.224164874696603","0.0127949760399546","-0.0419710448845414","0.0318437630841598","0.0124032547195644","0.17751405713457","0.660526043171155","0.00741681205973283","0.0184421691783358","0.00863970519242342","0.181204199264901","-0.0253391810821111","-0.0749114386296646","-0.105297892036367","-0.0173236913800398","-0.00927030861281053","0.000898529778525241","-0.00937188728337983","-0.0228062121301563","-0.0218886488389804","-0.0310769672620083","-0.00342495534514359","0.00795809982815104","-0.0480996446175972","-0.0322470449274762","0.0947367645286917","0.0751877785331578","0.0449096416388988","-0.0512428832427546","0.0178616210077842","-0.0510640689050223","-0.0110338092140773","-0.0504507436481116","-0.0105175276295555","0.0295029953746593","-0.0265419607073452","0.00260991939477987","0.00527222241346599","0.0261661923252994","0.0134222165582013","0.0169317648547495","0.0200778044154728","0.0370806234178356","0.0943355678377047","0.0784297744081594","0.0679131914668816","0.0463494845172735","0.0923107298338111","-0.0445707182817916","-0.0221326120406717","-0.0263882473717399","0.152789935651528","0.0392243405203551","0.0674663539161095","0.271603998958674","0.0038619126824601","-0.0139885114908853","-0.0175543875721752","0.0346547926639119","0.00795273109675094","0.00237439518003414","0.640011190473647","1"
