"pitching.Season","pitching.Name","pitching.injury_lagged","residuals.reg.24.","residuals.reg.24..type....pearson..","hatvalues.reg.24."
2015,"ROBERTO HERNANDEZ",0,-0.722417685382757,-0.546035273819002,0.00380016496981525
2015,"WADE DAVIS",1,1.28980793321442,1.13905908799187,0.0130150006394618
2015,"DANIEL HUDSON",0,-1.06992983221221,-0.878903601136395,0.00813865701938727
2015,"MATT GARZA",1,1.47230503716693,1.39857498758867,0.00561504995595068
2015,"BLAINE BOYER",0,-0.640403727759077,-0.477071102764763,0.00727849717747944
2015,"BRAD BRACH",0,-0.660233158208452,-0.493487339250269,0.00519542918342863
2015,"JASON HAMMEL",0,-0.871863130384322,-0.679993265790612,0.00541249560450297
2015,"BRANDON MCCARTHY",1,1.05147908412033,0.859139167545178,0.0213428733467457
2015,"BRAD BOXBERGER",1,1.80135865861656,2.01630054298431,0.00426295394456451
2015,"TIM HUDSON",0,-0.987177543881467,-0.792369478782005,0.0146346685094519
2015,"JOBA CHAMBERLAIN",0,-0.806820865625019,-0.620237919912175,0.0139814638776643
2015,"KEVIN JEPSEN",0,-0.698551366862638,-0.525668855718056,0.00514550539062857
2015,"SAMUEL DEDUNO",0,-0.459823770749942,-0.333930296553724,0.00376050228719004
2015,"HENDERSON ALVAREZ",0,-0.928240492040823,-0.733833234001117,0.0162832874622492
2015,"CESAR RAMOS",0,-0.663068819186829,-0.495847836411199,0.00617657216886769
2015,"AL ALBURQUERQUE",0,-0.720061358479837,-0.544013061702883,0.00405205048059823
2015,"CARLOS VILLANUEVA",0,-0.678387232445712,-0.508656750426105,0.00508647680445644
2015,"JOE KELLY",1,1.14657979355278,0.964167553979535,0.0109430974137733
2015,"DAVID PRICE",0,-1.08140908678118,-0.891343645703278,0.00908080370227919
2015,"CHAD BETTIS",0,-0.902408770504954,-0.708915166234123,0.00356020389818681
2015,"DILLON GEE",0,-0.754591726938426,-0.573906721557396,0.0155677337730247
2015,"RYAN WEBB",0,-0.991267188175259,-0.796522632975497,0.0115306580893867
2015,"MARK MELANCON",0,-0.889337415265245,-0.696468187078422,0.00623512298783297
2015,"NEFTALI FELIZ",0,-0.951954721181196,-0.757096751569699,0.0242517842252244
2015,"MARCO ESTRADA",1,1.63649815351689,1.67793537761674,0.00464340449307342
2015,"RYAN MADSON",0,-0.958170211911433,-0.763257518214251,0.0109056760452401
2015,"JOHN LACKEY",1,1.2421120010392,1.07834952798306,0.0184363067867891
2015,"BOONE LOGAN",1,1.72334699429934,1.8479176257987,0.0072412670147615
